,genero,idade,idade_parceiro,raa,raa_parceiro,Mesma raa?,importancia_mesma_raca,importancia_mesma_religiao,formao,pref_parceiro_atratividade,pref_parceiro_sinceridade,pref_parceiro_inteligencia,pref_parceiro_engracado,pref_parceiro_ambicao,pref_parceiro_interessescomuns,avaliacao_atratividade,avaliacao_sinceridade,avaliacao_inteligencia,avaliacao_engracado,avaliacao_ambicao,avaliacao_interessescomuns,busco_atratividade,busco_sinceridade,busco_inteligencia,busco_engracado,busco_ambicao,busco_interessescomuns,sou_atrativo,sou_sincero,sou_inteligente,sou_engracado,sou_ambicioso,parceiro_atrativo,parceiro_sincero,parceiro_inteligente,parceiro_engracado,parceiro_ambicioso,interessescomunsparceiro,esportes,esportes_tv,exercicio,jantares,museus,arte,trilhas,videogames,leitura,tv,teatro,filmes,shows,musica,shopping,yoga,correlacao_interesses,expectativas,quantos_acho_vao_gostar_demim,quantos_matches_acho_terei,gostou_parceiro,parceiro_gostou_demim_acho,conhecia_parceiro,decisao,decisao_parceiro,match
76,b'female',25,30,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Masters in Public Administration',35,15,25,10,5,10,6,4,7,5,6,4,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,6,7,8,5,7,7,2,2,1,10,9,9,3,2,8,10,9,9,6,6,8,6,0.05,6,10,,6,6,0,b'1',b'0',nao
77,b'female',25,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Masters in Public Administration',33.33,11.11,11.11,11.11,11.11,22.22,9,8,8,8,7,5,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,5,6,7,4,5,6,2,2,1,10,9,9,3,2,8,10,9,9,6,6,8,6,0.17,6,10,,5,4,0,b'1',b'1',sim
78,b'female',25,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Masters in Public Administration',50,0,25,10,0,15,8,7,8,10,8,10,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,8,8,5,9,8,9,2,2,1,10,9,9,3,2,8,10,9,9,6,6,8,6,-0.47,6,10,,7,10,0,b'1',b'1',sim
79,b'female',25,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Masters in Public Administration',100,0,0,0,0,0,8,10,9,9,8,8,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,7,6,8,7,9,8,2,2,1,10,9,9,3,2,8,10,9,9,6,6,8,6,-0.21,6,10,,8,7,0,b'1',b'1',sim
80,b'female',26,27,b'Other',b'European/Caucasian-American',b'0',1,1,b'Masters in Public Administration',35,20,20,20,0,5,6,8,7,8,7,5,20,10,20,30,10,10,7,6,10,7,7,8,10,9,8,7,6,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,0.19,6,15,1,5,5,0,b'1',b'0',nao
81,b'female',26,22,b'Other',b'European/Caucasian-American',b'0',1,1,b'Masters in Public Administration',60,0,0,40,0,0,8,8,10,7,6,5,20,10,20,30,10,10,7,6,10,7,7,10,10,10,10,10,10,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,0.03,6,15,1,10,5,0,b'1',b'1',sim
82,b'female',26,22,b'Other',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Masters in Public Administration',19,18,19,18,14,12,10,10,10,10,10,10,20,10,20,30,10,10,7,6,10,7,7,5,10,10,6,6,6,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,0.68,6,15,1,8,5,0,b'1',b'1',sim
83,b'female',26,23,b'Other',b'European/Caucasian-American',b'0',1,1,b'Masters in Public Administration',30,5,15,40,5,5,7,8,7,8,8,7,20,10,20,30,10,10,7,6,10,7,7,10,9,8,8,7,7,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,-0.26,6,15,1,7,5,0,b'1',b'1',sim
84,b'female',26,24,b'Other',b'Latino/Hispanic American',b'0',1,1,b'Masters in Public Administration',30,10,20,10,10,20,7,9,8,9,7,7,20,10,20,30,10,10,7,6,10,7,7,5,10,8,8,5,5,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,-0.01,6,15,1,5,5,0,b'1',b'1',sim
85,b'female',26,25,b'Other',b'European/Caucasian-American',b'0',1,1,b'Masters in Public Administration',50,0,30,10,0,10,6,6,7,8,7,7,20,10,20,30,10,10,7,6,10,7,7,8,9,9,7,6,5,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,0.42,6,15,1,6,5,0,b'1',b'1',sim
86,b'female',26,30,b'Other',b'European/Caucasian-American',b'0',1,1,b'Masters in Public Administration',35,15,25,10,5,10,8,6,7,8,6,5,20,10,20,30,10,10,7,6,10,7,7,6,8,9,6,6,6,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,0.21,6,15,1,7,5,0,b'1',b'1',sim
87,b'female',26,27,b'Other',b'European/Caucasian-American',b'0',1,1,b'Masters in Public Administration',33.33,11.11,11.11,11.11,11.11,22.22,7,7,7,7,6,5,20,10,20,30,10,10,7,6,10,7,7,6,7,8,7,9,6,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,0.1,6,15,1,7,5,0,b'1',b'0',nao
88,b'female',26,28,b'Other',b'European/Caucasian-American',b'0',1,1,b'Masters in Public Administration',50,0,25,10,0,15,6,6,6,7,6,6,20,10,20,30,10,10,7,6,10,7,7,8,5,5,6,5,5,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,-0.35,6,15,1,7,6,0,b'1',b'1',sim
89,b'female',26,24,b'Other',b'European/Caucasian-American',b'0',1,1,b'Masters in Public Administration',100,0,0,0,0,0,5,6,6,6,6,6,20,10,20,30,10,10,7,6,10,7,7,7,8,7,8,7,8,4,3,1,8,6,7,2,2,8,8,10,10,9,9,8,3,-0.23,6,15,1,8,5,0,b'1',b'0',nao
90,b'female',26,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,4,b'Masters of Social Work&Education',35,20,20,20,0,5,7,8,7,8,6,5,15,15,15,40,10,5,6,8,10,6,9,6,10,10,6,6,,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,0.3,7,10,,6,3,0,b'0',b'0',nao
91,b'female',26,22,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,4,b'Masters of Social Work&Education',60,0,0,40,0,0,1,1,1,1,1,1,15,15,15,40,10,5,6,8,10,6,9,1,1,1,1,1,,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,0.65,7,10,,1,1,1,b'0',b'0',nao
92,b'female',26,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',4,4,b'Masters of Social Work&Education',19,18,19,18,14,12,10,10,10,10,10,10,15,15,15,40,10,5,6,8,10,6,9,6,10,10,10,6,,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,-0.15,7,10,,7,6,0,b'1',b'1',sim
93,b'female',26,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,4,b'Masters of Social Work&Education',30,5,15,40,5,5,7,8,7,9,8,8,15,15,15,40,10,5,6,8,10,6,9,10,10,10,10,10,,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,0.17,7,10,,10,1,1,b'0',b'1',nao
94,b'female',26,24,b'European/Caucasian-American',b'Latino/Hispanic American',b'0',4,4,b'Masters of Social Work&Education',30,10,20,10,10,20,6,9,9,7,8,,15,15,15,40,10,5,6,8,10,6,9,5,7,7,7,7,,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,0.24,7,10,,6,1,0,b'0',b'1',nao
95,b'female',26,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,4,b'Masters of Social Work&Education',50,0,30,10,0,10,,8,7,7,7,7,15,15,15,40,10,5,6,8,10,6,9,5,10,6,4,6,,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,0.15,7,10,,6,1,0,b'0',b'0',nao
96,b'female',26,30,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,4,b'Masters of Social Work&Education',35,15,25,10,5,10,7,7,4,3,4,4,15,15,15,40,10,5,6,8,10,6,9,5,10,8,6,9,,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,0.41,7,10,,7,1,0,b'1',b'0',nao
97,b'female',26,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,4,b'Masters of Social Work&Education',33.33,11.11,11.11,11.11,11.11,22.22,6,6,6,6,6,5,15,15,15,40,10,5,6,8,10,6,9,5,6,6,4,5,,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,0.07,7,10,,5,5,0,b'0',b'0',nao
98,b'female',26,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,4,b'Masters of Social Work&Education',50,0,25,10,0,15,7,7,7,7,6,6,15,15,15,40,10,5,6,8,10,6,9,9,9,9,9,9,9,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,0.49,7,10,,9,9,0,b'1',b'1',sim
99,b'female',26,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',4,4,b'Masters of Social Work&Education',100,0,0,0,0,0,6,6,6,6,6,6,15,15,15,40,10,5,6,8,10,6,9,9,9,8,10,8,8,9,9,9,7,6,6,7,1,8,5,6,7,7,8,7,7,0.08,7,10,,9,10,0,b'1',b'0',nao
100,b'male',27,21,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',7,3,b'Finance',15,20,20,15,15,15,6,9,7,7,6,5,35,20,20,20,0,5,8,9,7,8,5,6,8,8,8,8,6,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,0.14,7,3,0,7,4,0,b'0',b'1',nao
101,b'male',27,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,3,b'Finance',45,5,25,20,0,5,5,7,8,4,6,3,35,20,20,20,0,5,8,9,7,8,5,8,7,6,9,7,4,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,0.29,7,3,0,7,2,0,b'0',b'0',nao
102,b'male',27,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,3,b'Finance',35,10,35,10,10,0,7,9,10,7,8,9,35,20,20,20,0,5,8,9,7,8,5,7,8,6,5,8,4,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,-0.24,7,3,0,5,2,1,b'0',b'0',nao
103,b'male',27,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,3,b'Finance',20,20,20,20,10,10,4,10,8,5,8,7,35,20,20,20,0,5,8,9,7,8,5,6,7,8,7,7,5,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,-0.18,7,3,0,6,3,0,b'0',b'0',nao
104,b'male',27,21,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,3,b'Finance',20,5,25,25,10,15,5,8,8,2,2,2,35,20,20,20,0,5,8,9,7,8,5,6,8,8,8,7,6,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,-0.43,7,3,0,6,5,0,b'0',b'0',nao
105,b'male',27,23,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',7,3,b'Finance',10,25,20,25,5,15,6,9,7,6,7,6,35,20,20,20,0,5,8,9,7,8,5,7,9,8,9,8,4,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,0.33,7,3,0,7,4,0,b'0',b'1',nao
106,b'male',27,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',7,3,b'Finance',15,15,25,20,15,10,4,8,8,5,7,4,35,20,20,20,0,5,8,9,7,8,5,7,8,8,8,7,7,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,0.19,7,3,0,7,4,0,b'0',b'0',nao
107,b'male',27,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,3,b'Finance',9.09,18.18,27.27,18.18,18.18,9.09,5,8,7,4,7,5,35,20,20,20,0,5,8,9,7,8,5,8,7,6,6,6,5,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,-0.03,7,3,0,7,4,0,b'0',b'1',nao
108,b'male',27,26,b'European/Caucasian-American',b'Other',b'0',7,3,b'Finance',20,10,20,30,10,10,8,10,9,8,7,6,35,20,20,20,0,5,8,9,7,8,5,6,8,7,8,7,5,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,0.19,7,3,0,6,4,0,b'0',b'1',nao
109,b'male',27,26,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,3,b'Finance',15,15,15,40,10,5,6,10,10,6,6,,35,20,20,20,0,5,8,9,7,8,5,7,8,7,8,6,5,8,7,2,6,7,5,5,5,9,2,4,8,7,8,5,1,0.3,7,3,0,6,3,0,b'0',b'0',nao
110,b'male',22,21,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Law',15,20,20,15,15,15,7,8,7,8,5,6,60,0,0,40,0,0,9,9,9,10,9,7,8,10,7,7,5,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,0.54,7,20,3,8,4,0,b'0',b'1',nao
111,b'male',22,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',45,5,25,20,0,5,8,5,6,6,9,6,60,0,0,40,0,0,9,9,9,10,9,7,6,10,6,6,5,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,0.18,7,20,3,8,4,0,b'0',b'0',nao
112,b'male',22,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',35,10,35,10,10,0,9,7,9,8,9,7,60,0,0,40,0,0,9,9,9,10,9,6,7,10,6,6,5,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,-0.14,7,20,3,7,3,0,b'0',b'0',nao
113,b'male',22,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',20,20,20,20,10,10,8,7,8,10,7,8,60,0,0,40,0,0,9,9,9,10,9,6,5,10,6,6,5,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,-0.18,7,20,3,6,3,1,b'0',b'0',nao
114,b'male',22,21,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',20,5,25,25,10,15,8,6,6,5,5,5,60,0,0,40,0,0,9,9,9,10,9,6,7,10,7,6,5,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,0,7,20,3,7,4,1,b'0',b'0',nao
115,b'male',22,23,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Law',10,25,20,25,5,15,6,9,9,6,8,2,60,0,0,40,0,0,9,9,9,10,9,6,8,10,6,7,6,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,0.37,7,20,3,7,4,0,b'0',b'1',nao
116,b'male',22,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Law',15,15,25,20,15,10,6,6,8,4,9,4,60,0,0,40,0,0,9,9,9,10,9,7,9,10,6,6,5,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,0.21,7,20,3,8,4,1,b'1',b'0',nao
117,b'male',22,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',9.09,18.18,27.27,18.18,18.18,9.09,8,7,7,9,6,7,60,0,0,40,0,0,9,9,9,10,9,8,8,10,7,6,5,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,-0.11,7,20,3,9,4,0,b'1',b'1',sim
118,b'male',22,26,b'European/Caucasian-American',b'Other',b'0',1,1,b'Law',20,10,20,30,10,10,10,10,10,10,10,10,60,0,0,40,0,0,9,9,9,10,9,8,8,10,7,6,5,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,0.03,7,20,3,8,4,0,b'1',b'1',sim
119,b'male',22,26,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',15,15,15,40,10,5,1,1,1,1,1,,60,0,0,40,0,0,9,9,9,10,9,1,1,1,1,1,1,9,7,9,8,7,6,3,3,6,6,4,7,7,9,5,5,0.65,7,20,3,1,1,0,b'0',b'0',nao
120,b'male',22,21,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',3,5,b'Law',15,20,20,15,15,15,5,8,9,8,5,7,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,0.16,3,4,,10,10,1,b'1',b'1',sim
121,b'male',22,24,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,5,b'Law',45,5,25,20,0,5,5,8,9,6,3,4,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,0.1,3,4,,10,10,0,b'1',b'0',nao
122,b'male',22,25,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,5,b'Law',35,10,35,10,10,0,7,9,9,7,9,7,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,0.09,3,4,,10,10,0,b'1',b'0',nao
123,b'male',22,23,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,5,b'Law',20,20,20,20,10,10,4,7,8,8,6,7,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,0.05,3,4,,10,10,,b'1',b'0',nao
124,b'male',22,21,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,5,b'Law',20,5,25,25,10,15,4,6,8,8,6,5,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,-0.17,3,4,,10,10,1,b'1',b'0',nao
125,b'male',22,23,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',3,5,b'Law',10,25,20,25,5,15,4,7,9,4,3,2,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,-0.51,3,4,,10,10,1,b'1',b'0',nao
126,b'male',22,22,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',3,5,b'Law',15,15,25,20,15,10,3,6,8,7,8,8,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,0.52,3,4,,10,10,,b'1',b'0',nao
127,b'male',22,25,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,5,b'Law',9.09,18.18,27.27,18.18,18.18,9.09,5,8,8,6,7,7,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,0.42,3,4,,10,10,0,b'1',b'1',sim
128,b'male',22,26,b'Asian/Pacific Islander/Asian-American',b'Other',b'0',3,5,b'Law',20,10,20,30,10,10,5,10,10,6,6,6,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,0.68,3,4,,10,10,0,b'1',b'1',sim
129,b'male',22,26,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3,5,b'Law',15,15,15,40,10,5,6,10,10,10,6,,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,7,8,2,9,5,6,4,7,6,8,10,8,9,9,8,1,-0.15,3,4,,10,10,0,b'1',b'1',sim
130,b'male',23,21,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Law',15,20,20,15,15,15,7,6,8,7,6,8,30,5,15,40,5,5,9,9,9,9,9,7,8,9,8,9,8,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,0.61,8,15,,7,7,0,b'1',b'1',sim
131,b'male',23,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',45,5,25,20,0,5,7,9,7,6,5,7,30,5,15,40,5,5,9,9,9,9,9,9,9,9,9,9,9,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,-0.21,8,15,,9,7,0,b'1',b'1',sim
132,b'male',23,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',35,10,35,10,10,0,9,7,9,7,9,7,30,5,15,40,5,5,9,9,9,9,9,7,9,8,8,8,8,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,-0.04,8,15,,7,7,0,b'1',b'0',nao
133,b'male',23,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',20,20,20,20,10,10,8,10,7,10,7,10,30,5,15,40,5,5,9,9,9,9,9,7,7,7,9,9,9,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,-0.18,8,15,,8,10,1,b'1',b'1',sim
134,b'male',23,21,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',20,5,25,25,10,15,8,5,5,7,7,9,30,5,15,40,5,5,9,9,9,9,9,6,8,6,8,10,10,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,0.08,8,15,,7,7,1,b'1',b'1',sim
135,b'male',23,23,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Law',10,25,20,25,5,15,8,6,7,8,2,8,30,5,15,40,5,5,9,9,9,9,9,6,8,8,7,9,8,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,0.12,8,15,,7,7,0,b'1',b'1',sim
136,b'male',23,22,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1,1,b'Law',15,15,25,20,15,10,7,8,8,7,7,6,30,5,15,40,5,5,9,9,9,9,9,8,8,9,8,9,9,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,-0.46,8,15,,8,7,1,b'1',b'1',sim
137,b'male',23,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',9.09,18.18,27.27,18.18,18.18,9.09,8,6,5,6,6,5,30,5,15,40,5,5,9,9,9,9,9,8,8,8,8,8,7,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,-0.4,8,15,,8,7,0,b'1',b'1',sim
138,b'male',23,26,b'European/Caucasian-American',b'Other',b'0',1,1,b'Law',20,10,20,30,10,10,10,9,8,8,7,7,30,5,15,40,5,5,9,9,9,9,9,7,8,7,8,8,7,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,-0.26,8,15,,7,7,0,b'1',b'1',sim
139,b'male',23,26,b'European/Caucasian-American',b'European/Caucasian-American',b'1',1,1,b'Law',15,15,15,40,10,5,10,10,10,10,10,,30,5,15,40,5,5,9,9,9,9,9,7,8,7,9,8,8,10,6,8,8,3,3,10,8,6,7,3,10,6,8,6,1,0.17,8,15,,7,7,1,b'1',b'0',nao
140,b'male',24,21,b'Latino/Hispanic American',b'Asian/Pacific Islander/Asian-American',b'0',3,1,b'Law',15,20,20,15,15,15,5,6,7,7,6,6,30,10,20,10,10,20,7,7,7,9,9,8,7,9,6,9,7,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,0.21,5,9,,8,6,0,b'1',b'1',sim
141,b'male',24,24,b'Latino/Hispanic American',b'European/Caucasian-American',b'0',3,1,b'Law',45,5,25,20,0,5,6,8,7,9,7,8,30,10,20,10,10,20,7,7,7,9,9,10,10,10,10,7,8,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,0.32,5,9,,10,1,1,b'1',b'0',nao
142,b'male',24,25,b'Latino/Hispanic American',b'European/Caucasian-American',b'0',3,1,b'Law',35,10,35,10,10,0,9,10,10,10,10,10,30,10,20,10,10,20,7,7,7,9,9,6,10,8,6,,,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,-0.14,5,9,,6,1,0,b'1',b'0',nao
143,b'male',24,23,b'Latino/Hispanic American',b'European/Caucasian-American',b'0',3,1,b'Law',20,20,20,20,10,10,6,9,8,9,8,9,30,10,20,10,10,20,7,7,7,9,9,8,8,9,8,8,9,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,0.21,5,9,,9,7,0,b'1',b'0',nao
144,b'male',24,21,b'Latino/Hispanic American',b'European/Caucasian-American',b'0',3,1,b'Law',20,5,25,25,10,15,6,7,7,5,4,8,30,10,20,10,10,20,7,7,7,9,9,5,9,9,7,9,5,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,-0.16,5,9,,5,7,0,b'0',b'0',nao
145,b'male',24,23,b'Latino/Hispanic American',b'Asian/Pacific Islander/Asian-American',b'0',3,1,b'Law',10,25,20,25,5,15,5,4,8,8,4,2,30,10,20,10,10,20,7,7,7,9,9,9,7,9,7,9,6,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,0.35,5,9,,9,2,1,b'1',b'0',nao
146,b'male',24,22,b'Latino/Hispanic American',b'Asian/Pacific Islander/Asian-American',b'0',3,1,b'Law',15,15,25,20,15,10,4,7,7,4,8,5,30,10,20,10,10,20,7,7,7,9,9,8,7,9,6,9,5,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,-0.27,5,9,,8,4,0,b'1',b'0',nao
147,b'male',24,25,b'Latino/Hispanic American',b'European/Caucasian-American',b'0',3,1,b'Law',9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,30,10,20,10,10,20,7,7,7,9,9,9,9,8,9,,7,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,-0.23,5,9,,9,7,0,b'1',b'1',sim
148,b'male',24,26,b'Latino/Hispanic American',b'Other',b'0',3,1,b'Law',20,10,20,30,10,10,5,10,8,8,5,5,30,10,20,10,10,20,7,7,7,9,9,7,9,8,9,7,7,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,-0.01,5,9,,7,8,0,b'1',b'1',sim
149,b'male',24,26,b'Latino/Hispanic American',b'European/Caucasian-American',b'0',3,1,b'Law',15,15,15,40,10,5,5,7,7,7,7,,30,10,20,10,10,20,7,7,7,9,9,6,9,9,7,8,,9,7,9,7,4,3,6,7,8,6,9,9,6,7,2,1,0.24,5,9,,6,6,0,b'1',b'0',nao
150,b'male',25,21,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',9,2,b'Business',15,20,20,15,15,15,4,9,7,4,6,4,50,0,30,10,0,10,6,6,8,8,6,7,7,8,8,7,7,7,2,6,7,7,7,5,5,8,3,7,8,7,8,6,1,0.25,7,10,3,7,6,0,b'1',b'0',nao
151,b'male',25,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,2,b'Business',45,5,25,20,0,5,8,7,8,3,6,2,50,0,30,10,0,10,6,6,8,8,6,7,8,7,5,7,7,7,2,6,7,7,7,5,5,8,3,7,8,7,8,6,1,0.73,7,10,3,7,5,0,b'1',b'0',nao
152,b'male',25,25,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,2,b'Business',35,10,35,10,10,0,8,10,10,7,9,9,50,0,30,10,0,10,6,6,8,8,6,7,6,6,6,6,6,7,2,6,7,7,7,5,5,8,3,7,8,7,8,6,1,-0.3,7,10,3,6,7,0,b'1',b'0',nao
153,b'male',25,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,2,b'Business',20,20,20,20,10,10,5,10,8,4,8,2,50,0,30,10,0,10,6,6,8,8,6,6,6,7,7,8,7,7,2,6,7,7,7,5,5,8,3,7,8,7,8,6,1,0.37,7,10,3,6,6,0,b'1',b'0',nao
154,b'male',25,21,b'European/Caucasian-American',b'European/Caucasian-American',b'1',9,2,b'Business',20,5,25,25,10,15,5,6,7,5,7,8,50,0,30,10,0,10,6,6,8,8,6,5,8,7,7,7,7,7,2,6,7,7,7,5,5,8,3,7,8,7,8,6,1,0.06,7,10,3,6,7,0,b'0',b'1',nao
